name,office,office_full,party,party_full,state,district,district_number,election_districts,election_years,cycles,candidate_status,incumbent_challenge,incumbent_challenge_full,load_date,first_file_date,last_file_date,last_f2_date,candidate_id,active_through,candidate_inactive,inactive_election_years
"BILLER, NICHOLAS ASHTON",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-10-25 21:28:14,2019-10-21,2019-10-21,2019-10-21,P00014035,2020,f,
"WESTEN, ROSHIR KRISTINA",P,President,,,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-10-25 21:28:14,2019-10-15,2019-11-12,2019-10-15,P00014027,2020,f,
"WOODYER, MICHAEL BRADLEY",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-10-25 21:28:14,2019-10-21,2019-10-21,2019-10-21,P00014001,2020,f,
"ROCKEFELLER, MEHAL DUKE",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-10-18 21:29:17,2019-10-11,2019-10-11,2019-10-11,P00013920,2020,f,
"GUPTA, KESHAV",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-10-18 21:29:17,2019-10-11,2019-10-11,2019-10-11,P00013912,2020,f,
"DIGGS, WANDA LYNNE",P,President,UNK,UNKNOWN,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-10-01 21:13:53,2019-09-20,2019-10-15,2019-09-20,P00013730,2020,f,
"SEGAL, JEROME MICHAEL",P,President,OTH,OTHER,US,00,0,{00},{2020},{2020},C,C,Challenger,2019-10-29 21:19:43,2019-09-23,2019-09-23,2019-09-23,P00013706,2020,f,
"ELWORTH, MARK JR",P,President,OTH,OTHER,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-10-01 21:13:53,2019-09-22,2019-09-22,2019-09-22,P00013698,2020,f,
"SANFORD, MARSHALL HON",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},C,C,Challenger,2019-10-17 21:13:50,2019-09-19,2019-09-19,2019-09-19,P00013649,2020,f,
"TAYLOR, HORACE DONALD",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},C,C,Challenger,2019-11-05 22:01:48,2019-09-17,2019-09-17,2019-09-17,P00013631,2020,f,
"OLIVIO-MCLLELLON, MARCUS LAWRENCE J",P,President,DFL,DEMOCRATIC-FARMER-LABOR,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-09-18 21:12:14,2019-09-12,2019-09-20,2019-09-12,P00013557,2020,f,
"SHAW, HOPE ELAINE",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-09-11 21:16:35,2019-09-10,2019-09-20,2019-09-10,P00013508,2020,f,
"MYERS, JOHN",P,President,AIP,AMERICAN INDEPENDENT PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-09-11 21:16:35,2019-09-09,2019-09-09,2019-09-09,P00013466,2020,f,
"WHITNEY, ELLERTON PRATT MARK III",P,President,LIB,LIBERTARIAN PARTY,US,00,0,{00},{2020},{2020},C,C,Challenger,2020-01-22 21:10:50,2019-09-06,2019-12-20,2019-12-20,P00013433,2020,f,
"BURCHELL, TERESA",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-11-26 21:09:44,2019-09-02,2019-11-26,2019-11-26,P00013367,2020,f,
"CLARK, OREN SALOMON",P,President,UNK,UNKNOWN,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-08-23 22:05:29,2019-08-15,2019-08-15,2019-08-15,P00013193,2020,f,
"ZATOR, ERIC STEPHEN",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-01-03 21:09:36,2019-08-17,2019-10-02,2019-10-02,P00013177,2020,f,
"GREER, EVRET JUSIN",P,President,LIB,LIBERTARIAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-08-23 22:05:29,2019-08-16,2019-08-16,2019-08-16,P00013169,2020,f,
"SAIDE.JR., AHMAD",P,President,NNE,NONE,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-08-23 22:05:29,2019-08-14,2019-11-11,2019-08-14,P00013136,2020,f,
"MOYOWASIFZA-CURRY, SEDINAM KINAMO CHRI",P,President,GRE,GREEN PARTY,US,00,0,{00},{2020},{2020},C,C,Challenger,2020-03-17 21:18:19,2019-08-08,2019-09-04,2019-09-04,P00013094,2020,f,
"GASKILL, WILLIAM REECE",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-08-23 22:05:29,2019-07-31,2019-07-31,2019-07-31,P00012963,2020,f,
"KOSTREBA, SYDIA",P,President,AIP,AMERICAN INDEPENDENT PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-07-23 21:24:02,2019-07-18,2019-07-18,2019-07-18,P00012856,2020,f,
"VESTERMARK, JAMES A",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-07-23 21:24:02,2019-07-15,2019-07-15,2019-07-15,P00012815,2020,f,
"CHURILLA, JASON EDWARD",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-07-23 21:24:02,2019-07-11,2019-07-11,2019-07-11,P00012773,2020,f,
"HILL, JEDIDIAH",P,President,LIB,LIBERTARIAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-07-23 21:24:02,2019-07-10,2019-07-10,2019-07-10,P00012740,2020,f,
"QUIROZ, SALVADOR A",P,President,NIC,,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-07-23 21:24:02,2019-07-09,2019-07-22,2019-07-09,P00012724,2020,f,
"PORTER, CRYSTAL DENISE",P,President,UN,UNAFFILIATED,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-07-23 21:24:02,2019-07-09,2019-07-09,2019-07-09,P00012690,2020,f,
"RUSSELL, CLINE 372867130504006 MR",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-07-02 21:09:57,2019-06-18,2019-06-18,2019-06-18,P00012435,2020,f,
"CASSIBA, SAMUEL",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-07-02 21:09:57,2019-06-16,2019-06-16,2019-06-16,P00012419,2020,f,
"COLLINS, NAZZARAE",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-07-02 21:09:57,2019-06-16,2019-06-16,2019-06-16,P00012393,2020,f,
"MCGUFFIN, JAMES DAWSON",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-14 21:08:39,2019-06-09,2019-06-09,2019-06-09,P00012302,2020,f,
"ALEAANDRIA-WILLIAMS, MARION LATROY MR.",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-10 21:08:12,2019-06-05,2019-06-05,2019-06-05,P00012252,2020,f,
"HAWKINS, HOWIE",P,President,GRE,GREEN PARTY,US,00,0,{00},{2020},{2020},C,C,Challenger,2019-07-16 21:17:30,2019-05-28,2019-06-04,2019-06-04,P00012211,2020,f,
"TAYLOR, JACOB ALLEN MISTER",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-10 21:08:12,2019-05-28,2019-07-09,2019-05-28,P00012179,2020,f,
"DE BLASIO, BILL",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},C,C,Challenger,2020-06-26 21:11:16,2019-05-16,2020-06-26,2020-06-26,P00012054,2020,f,
"STAND, ROBERT",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-06-04 21:09:44,2019-05-14,2019-06-10,2019-06-10,P00012013,2020,f,
"HALE, PAUL DOUGLAS MASON MR.",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-10 21:08:12,2019-05-14,2019-05-14,2019-05-14,P00012005,2020,f,
"BULLOCK, STEVE",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},C,C,Challenger,2019-07-22 21:11:27,2019-05-14,2019-05-14,2019-05-14,P00011999,2020,f,
"BOUSKA, ALLEN G MR",P,President,AIP,AMERICAN INDEPENDENT PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-10 21:08:12,2019-05-13,2019-05-13,2019-05-13,P00011981,2020,f,
"HAMPLE, COLT RICHARD MR.",P,President,CON,CONSTITUTION PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-10 21:08:12,2019-05-11,2019-05-11,2019-05-11,P00011965,2020,f,
"BENNET, MICHAEL F.",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},C,C,Challenger,2019-07-22 21:11:27,2019-05-05,2019-05-05,2019-05-05,P00011833,2020,f,
"FOX, JAMES CARTRELL MR ST",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-10 21:08:12,2019-05-03,2019-05-03,2019-05-03,P00011809,2020,f,
"SACKERMAN, KURT",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-10 21:08:12,2019-05-02,2019-05-02,2019-05-02,P00011783,2020,f,
"VOGEL-WALCUTT, JENNIFER",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},C,C,Challenger,2019-07-25 21:14:37,2019-04-30,2019-04-30,2019-04-30,P00011759,2020,f,
"SCHWIGEN, GARY JAMES",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-10 21:08:12,2019-04-30,2019-04-30,2019-04-30,P00011742,2020,f,
"GLEIBERMAN, BEN",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},C,C,Challenger,2019-07-25 21:14:37,2019-04-29,2019-04-29,2019-04-29,P00011726,2020,f,
"LEGATE, JAMES WALTER MR. JR",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-10 21:08:12,2019-04-28,2019-12-26,2019-04-28,P00011692,2020,f,
"NYSTROM, JOHAN TORE",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-10 21:08:12,2019-04-28,2019-04-28,2019-04-28,P00011684,2020,f,
"DIMSDALE, TIMOTHY SAMMONS",P,President,ICD,INDEPENDENT CONSERVATIVE DEMOCRATIC,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-10 21:08:12,2019-04-27,2019-04-27,2019-04-27,P00011668,2020,f,
"753, JO",P,President,NNE,NONE,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-10 21:08:12,2019-04-23,2019-04-23,2019-04-23,P00011569,2020,f,
"AGUN, BURAK",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-10 21:08:12,2019-04-21,2019-04-21,2019-04-21,P00011536,2020,f,
"HARPER, JUSTIN",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-10 21:08:12,2019-04-19,2019-05-08,2019-04-19,P00011510,2020,f,
"MEDEK, SIMON ORION",P,President,W,WRITE-IN,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-10 21:08:12,2019-04-19,2019-04-19,2019-04-19,P00011494,2020,f,
"MURPHY, ALFERD",P,President,PRO,PROGRESSIVE PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-17 21:10:20,2019-04-18,2019-06-17,2019-06-17,P00011486,2020,f,
"KATZ, MICHAEL",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-10 21:08:12,2019-04-18,2019-04-18,2019-04-18,P00011478,2020,f,
"NUTS, KAREN DEEZ (^3^) SUFFIX",P,President,COM,COMMUNIST PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-10 21:08:12,2019-04-15,2019-04-15,2019-04-15,P00011411,2020,f,
"SWALWELL, ERIC MICHAEL",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},P,C,Challenger,2019-08-19 21:10:41,2019-04-08,2019-04-08,2019-04-08,P00011312,2020,f,
"BELLE, ANITA EILEEN",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-04-09 21:06:31,2019-04-02,2019-04-02,2019-04-02,P00011262,2020,f,
"LECKNER, ERIK",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-04-13 21:08:53,2019-04-01,2019-04-12,2019-04-12,P00011221,2020,f,
"SPORTSINTERVIEWS, LEOMARD",P,President,LIB,LIBERTARIAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-04-09 21:06:31,2019-03-30,2019-03-30,2019-03-30,P00011205,2020,f,
"MADIQ, SUQ",P,President,RTL,RIGHT TO LIFE,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-04-09 21:06:31,2019-03-28,2019-03-28,2019-03-28,P00011122,2020,f,
"TAMBURO, MARI",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-04-09 21:06:31,2019-03-27,2019-03-27,2019-03-27,P00011049,2020,f,
"RUFF, KIMBERLY MARGARET",P,President,LIB,LIBERTARIAN PARTY,US,00,0,{00},{2020},{2020},C,C,Challenger,2019-05-16 21:09:24,2019-03-25,2019-03-25,2019-03-25,P00011023,2020,f,
"AMMARI, RAZAN",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-26 21:06:53,2019-03-25,2019-03-25,2019-03-25,P00011007,2020,f,
"KANGAS, PAUL",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-25 21:06:42,2019-03-22,2019-03-22,2019-03-22,P00010926,2020,f,
"ARANJO, ROLAND",P,President,GRE,GREEN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-25 21:06:42,2019-03-19,2019-03-19,2019-03-19,P00010900,2020,f,
"NYBERG, RYAN ERNST",P,President,OTH,OTHER,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-25 21:06:42,2019-03-18,2019-03-18,2019-03-18,P00010868,2020,f,
"MITCHELL, DARIUS LA''RON",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-25 21:06:42,2019-03-14,2019-03-14,2019-03-14,P00010801,2020,f,
"MCCOLLUM, GREGORY D. MR SR.",P,President,UN,UNAFFILIATED,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-25 21:06:42,2019-03-12,2019-03-12,2019-03-12,P00010769,2020,f,
"HOFFMAN, JOHN M",P,President,NNE,NONE,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-25 21:06:42,2019-03-04,2019-04-03,2019-03-04,P00010553,2020,f,
"COOPER, DERRICK WADELL",P,President,APF,AMERICAN PEOPLE'S FREEDOM PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-07-19 11:45:25,2019-03-04,2019-03-04,2019-03-04,P00010538,2020,f,
"WHITE, DARRYL CEDRIC MR.",P,President,W,WRITE-IN,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-25 21:06:42,2019-03-02,2019-04-03,2019-03-02,P00010504,2020,f,
"KRAGH, JONATHON JAMES",P,President,NNE,NONE,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-25 21:06:42,2019-03-01,2019-04-03,2019-03-01,P00010462,2020,f,
"GUEST, TINA MARIE",P,President,UNK,UNKNOWN,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-01 21:11:59,2019-02-28,2019-02-28,2019-02-28,P00010447,2020,f,
"MICHELOTTI, JOHN",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-01 21:11:59,2019-02-27,2019-02-27,2019-02-27,P00010413,2020,f,
"NOONAN, MICHAEL",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-01 21:11:59,2019-02-25,2019-02-25,2019-02-25,P00010355,2020,f,
"HUBISCH, CONRAD HANS",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-01 21:11:59,2019-02-25,2019-02-25,2019-02-25,P00010322,2020,f,
"COLE, LARRY W",P,President,DFL,DEMOCRATIC-FARMER-LABOR,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-01 21:11:59,2019-02-24,2019-02-24,2019-02-24,P00010314,2020,f,
"WHARTON, JEFFREY R MR.",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-01 21:11:59,2019-02-24,2019-02-24,2019-02-24,P00010306,2020,f,
"HAIGOOD, RAYMOND",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-01 21:11:59,2019-02-19,2019-02-19,2019-02-19,P00010256,2020,f,
"HARTLIEP, BRAD",P,President,LIB,LIBERTARIAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-08-23 03:37:26,2019-02-20,2019-08-22,2019-08-22,P00010231,2020,f,
"WYATT, RACHEL CANDY MISS",P,President,IDP,INDEPENDENCE PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-01 21:11:59,2019-02-20,2019-02-20,2019-02-20,P00010223,2020,f,
"SCHOLTEN, NATHAN D.",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-01 21:11:59,2019-02-19,2019-02-19,2019-02-19,P00010199,2020,f,
"HILL, ANTHONY DEWAYNE",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-01 21:11:59,2019-02-14,2019-02-14,2019-02-14,P00010181,2020,f,
"DUNLAP, JASON E SFC",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-01 21:11:59,2019-02-18,2019-02-18,2019-02-18,P00010132,2020,f,
"HUNTER, DARIO DAVID",P,President,GRE,GREEN PARTY,US,00,0,{00},{2020},{2020},C,C,Challenger,2020-03-08 21:11:44,2019-02-18,2020-03-08,2020-03-08,P00010124,2020,f,
"GABRIEL, NAJAH KARIMA MS.",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-02-13 21:28:01,2019-02-12,2019-02-12,2019-02-12,P00010082,2020,f,
"DIAZ, DENNIS A",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-02-04 21:27:31,2019-02-11,2020-02-04,2020-02-04,P00010066,2020,f,
"BEGGARLY, MATTHEW THOMAS MR.",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-02-13 21:28:01,2019-02-11,2019-02-11,2019-02-11,P00010041,2020,f,
"WEISS, RAYNETTE KENNEDY",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-02-13 21:28:01,2019-02-07,2019-02-07,2019-02-07,P00009969,2020,f,
"HARRISON, ALVIN",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-02-13 21:28:01,2019-02-06,2019-02-06,2019-02-06,P00009936,2020,f,
"CAMP, JOEY ANTHONY",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-02-13 21:28:01,2019-02-01,2019-02-01,2019-02-01,P00009837,2020,f,
"COOPER, RICHARD D MR",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-01-03 21:09:36,2019-01-31,2019-05-18,2019-05-18,P00009787,2020,f,
"LITTLE, PATRICK",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-02-28 21:15:18,2018-12-24,2019-02-28,2019-02-28,P00009738,2020,f,
"VILLAGRANA, JOSE ARNOLD",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-02-13 21:28:01,2019-01-29,2019-01-29,2019-01-29,P00009688,2020,f,
"MERONEY, JAMES EDWIN",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-11-18 21:10:12,2019-01-29,2019-11-18,2019-11-18,P00009670,2020,f,
"HAAS, WILLIAM C (BILL)",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-02-13 21:28:01,2019-01-28,2019-01-28,2019-01-28,P00009662,2020,f,
"DELGADO, JIMMY DR",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-01-30 21:09:45,2019-01-28,2019-01-28,2019-01-28,P00009597,2020,f,
"MA, JAMES",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-01-30 21:09:45,2019-01-27,2019-03-27,2019-01-27,P00009555,2020,f,
"DESUASIDO, IVAN-JAN CRUZ MR.",P,President,GRE,GREEN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-01-28 21:05:11,2019-01-23,2019-01-23,2019-01-23,P00009480,2020,f,
"GROSS, ALEX LLOYD",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-01-28 21:05:11,2019-01-20,2019-01-20,2019-01-20,P00009407,2020,f,
"LECHKO, BLAINE RUSSELL",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-01-28 21:05:11,2019-01-20,2019-01-20,2019-01-20,P00009399,2020,f,
"MARMORATO, LISA JANE",P,President,NNE,NONE,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-01-28 21:05:11,2019-01-16,2019-03-25,2019-01-16,P00009357,2020,f,
"HOLLOWAY, DANIEL M",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-01-28 21:05:11,2019-01-15,2019-01-15,2019-01-15,P00009282,2020,f,
"BERGFIELD, CRYSTAL",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-01-28 21:05:11,2019-01-14,2019-01-14,2019-01-14,P00009274,2020,f,
"REED, JOSHUA JAMES",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-01-28 21:05:11,2019-01-14,2019-01-14,2019-01-14,P00009258,2020,f,
"SHACKETT, THOMAS JON",P,President,UN,UNAFFILIATED,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-01-28 21:05:11,2019-01-12,2019-01-12,2019-01-12,P00009209,2020,f,
"BRAINARD, CHRISTOPHER",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},C,C,Challenger,2019-04-03 21:06:26,2019-01-11,2019-01-11,2019-01-11,P00009167,2020,f,
"STRIED, CHRISTOPHER",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-12-21,2018-12-21,2018-12-21,P00009084,2020,f,
"BLAIN, DANIEL",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-12-19,2018-12-19,2018-12-19,P00009068,2020,f,
"PIAZZA, ANTHONY M.",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-12-13,2018-12-13,2018-12-13,P00009027,2020,f,
"ACORD, ROBERT BRADFORD LEE",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-12-10,2018-12-10,2018-12-10,P00008979,2020,f,
"EBERT, CHRISTOPHER OWEN",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-12-07,2018-12-07,2018-12-07,P00008953,2020,f,
"HEWETT, DONALD GLENN MR",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-12-06,2019-01-31,2018-12-06,P00008938,2020,f,
"SCHLAKMAN, IAN",P,President,GRE,GREEN PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-12-03,2018-12-03,2018-12-03,P00008920,2020,f,
"ARCELAY, SONIACARMEN",P,President,NPA,NO PARTY AFFILIATION,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-11-29,2018-12-18,2018-11-29,P00008896,2020,f,
"GALASKA, KEITH",P,President,N/A,,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-11-26,2018-12-18,2018-11-26,P00008870,2020,f,
"COX, ADRIAN J 1999",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-11-09,2018-11-09,2018-11-09,P00008748,2020,f,
"WOLNY, JARED KYLE",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-11-06,2018-11-06,2018-11-06,P00008714,2020,f,
"YEANDLE, JENNIFER MS.",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-11-05,2018-11-05,2018-11-05,P00008680,2020,f,
"GRAY, JULIAN LAPAUL DECARLO",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-11-05,2018-11-05,2018-11-05,P00008672,2020,f,
"SIMPSON, GLENN SCOTT ALLISTAIR MR.",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",C,C,Challenger,2019-07-16 21:17:30,2018-10-24,2018-10-24,2018-10-24,P00008573,2020,f,
"HOWE, ALAN",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",C,C,Challenger,2019-05-16 21:09:24,2018-10-24,2018-10-24,2018-10-24,P00008565,2020,f,
"BRADFORD, DAPHNE DENISE",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",C,C,Challenger,2019-04-03 21:06:26,2018-10-18,2018-10-18,2018-10-18,P00008532,2020,f,
"PLEASANT, IAN EDWARD",P,President,OTH,OTHER,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-10-15,2018-10-23,2018-10-15,P00008508,2020,f,
"HOPPER, JEREMIAH JAMES SR.",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-10-03,2018-10-17,2018-10-03,P00008441,2020,f,
"AUBIN, MARK-CHRISTIAN ANTHONY",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-09-29,2018-09-29,2018-09-29,P00008417,2020,f,
"CICCONE, JONCARLO",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},"{2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2018-09-25,2018-09-25,2018-09-25,P00008375,2020,f,
